subj_idx,response,rt,amyg,condition
7,1,1.601,0.98082,-1
7,1,2.018,-0.55854,-1
7,0,2.574,0.1692,-1
7,0,3.479,-0.47928,-1
7,0,1.328,-0.2626,-1
7,0,1.46,0.73869,-1
7,0,1.716,-0.098603,-1
7,1,1.739,-0.4926,-1
7,1,1.435,0.17216,-1
7,1,2.463,1.0758,-1
7,0,2.364,-0.36064,-1
7,0,3.874,-0.035575,-1
7,0,1.299,-0.64237,-1
7,1,1.37,-0.058399,-1
7,1,3.415,-0.82846,-1
7,1,2.849,0.40309,-1
7,0,3.618,0.33877,-1
7,1,1.992,-0.72271,-1
7,0,1.76,-0.12939,-1
7,0,2.822,0.10764,-1
7,0,1.249,0.56337,-1
7,0,2.926,1.2365,-1
7,0,1.384,-0.2281,-1
7,1,2.183,0.21987,-1
7,1,1.226,-0.36978,-1
7,0,1.21,-0.5404,-1
7,0,2.265,-1.4512,-1
7,0,3.021,0.091465,-1
7,0,1.213,-0.34949,-1
7,0,2.216,-0.0085411,-1
7,1,1.227,0.20227,-1
7,0,3.17,0.26163,-1
7,0,1.625,-0.20886,-1
7,0,2.875,0.1612,-1
7,0,2.673,-0.039099,-1
7,1,1.687,0.30897,-1
7,0,1.537,-0.17985,-1
7,0,1.777,0.10463,-1
7,0,1.553,-0.03962,-1
7,1,1.735,0.77712,-1
7,0,1.139,-0.68061,-1
7,1,3.677,0.84756,-1
7,1,1.189,0.15959,-1
7,0,2.773,0.64721,-1
7,0,1.36,0.10778,-1
7,0,1.209,0.56068,-1
7,0,1.263,-1.1755,-1
7,1,1.203,-0.39087,-1
7,1,3.202,-0.23099,-1
7,1,3.195,-0.10219,-1
7,0,1.521,0.63677,-1
7,0,1.147,-0.54471,-1
7,1,1.237,0.24309,-1
7,0,1.531,0.13827,-1
7,0,2.366,-0.32251,-1
7,1,1.277,-0.23811,-1
7,0,1.162,0.13713,-1
7,0,1.443,-0.49392,-1
7,0,1.418,0.22312,-1
7,1,1.476,0.32595,-1
7,1,2.249,0.8465,-1
7,0,1.651,-0.19504,-1
7,0,1.643,-0.76309,-1
7,0,2.395,0.5925,-1
7,0,2.074,-0.47282,-1
7,1,1.395,-0.59279,-1
7,0,2.25,0.28616,-1
7,0,1.516,-0.089812,-1
7,0,1.276,0.2736,-1
7,0,1.764,0.086268,-1
7,1,1.293,-0.29983,-1
7,0,1.777,0.080525,-1
7,0,1.307,0.29722,-1
7,1,1.228,-0.41163,-1
7,0,1.139,0.32954,-1
7,0,3.014,-0.304,-1
7,1,2.657,0.48715,-1
7,0,1.561,-0.21927,-1
7,0,2.082,0.039607,-1
7,0,1.663,-0.27476,-1
7,1,1.205,-0.63419,-1
7,0,2.908,0.48668,-1
7,0,1.535,-0.42166,-1
7,0,2.76,-0.24561,-1
7,0,1.519,-0.21283,-1
7,1,1.624,0.75536,-1
7,0,2.357,-0.082728,-1
7,1,1.222,-1.0008,-1
7,1,1.715,0.73736,-1
7,1,1.433,-0.080845,-1
7,0,2.111,-0.17612,-1
7,0,1.309,0.068483,-1
7,0,1.126,-0.1336,-1
7,0,1.674,0.20936,-1
7,0,1.887,0.75282,-1
7,0,2.411,-0.086131,-1
7,0,2.359,-0.89682,-1
7,0,1.152,-0.48551,-1
7,0,2.257,-0.84602,-1
7,1,3.568,0.56115,-1
7,1,2.228,0.2795,-1
7,0,1.781,0.1456,-1
7,0,2.063,-0.15529,-1
7,1,3.197,-0.37941,-1
7,1,1.625,0.4359,-1
7,0,1.17,-0.38595,-1
7,1,1.335,0.70662,-1
7,0,2.744,-0.34568,-1
7,1,1.268,0.42318,-1
7,0,2.581,0.50472,-1
7,1,1.054,1.1726,-1
7,1,2.95,-0.79462,-1
7,0,2.379,-0.17088,-1
7,1,1.512,-0.17276,-1
7,0,1.221,-0.72271,-1
7,0,1.719,0.23838,-1
7,0,2.729,0.14513,-1
7,0,1.806,0.13132,-1
7,1,1.832,0.11837,-1
7,1,2.557,-0.70783,-1
7,0,1.326,-0.66407,-1
7,0,2.161,-0.91393,-1
7,0,1.03,-0.53396,-1
7,1,1.686,-0.051356,-1
7,1,1.744,0.01545,-1
7,0,1.91,-1.3331,-1
7,1,1.921,-0.20578,-1
7,0,2.177,-0.015956,-1
7,0,2.66,0.068852,-1
7,1,1.607,0.11844,-1
7,1,1.43,0.039457,-1
7,0,1.878,-1.2799,-1
7,1,1.567,0.98006,-1
7,1,2.304,0.69119,-1
7,0,1.736,-0.14456,-1
7,0,1.865,0.034773,-1
7,0,1.66,0.17596,-1
7,0,1.657,-0.73082,-1
7,1,2.514,-0.53247,-1
7,1,1.763,0.70698,-1
7,1,1.271,0.56466,-1
7,0,1.697,0.1256,-1
7,1,2.625,-0.4969,-1
7,0,1.347,-0.11332,-1
7,1,3.328,-0.81546,-1
7,1,1.788,0.27443,-1
7,0,3.728,-0.51301,-1
7,0,1.282,-0.27233,-1
7,1,1.203,0.30237,-1
7,0,1.875,-0.022913,-1
7,0,1.307,-0.45144,-1
7,0,1.2,0.077857,-1
7,0,2.281,-0.86263,-1
7,1,1.304,0.77288,-1
7,0,1.144,0.39781,-1
7,0,1.563,0.056281,-1
7,1,2.206,-0.25915,-1
7,1,2.945,0.44838,-1
7,0,1.555,-0.63499,-1
7,0,2.438,0.1997,-1
7,0,1.745,0.6487,-1
7,0,3.554,-0.51365,-1
7,1,1.072,0.16505,-1
7,0,1.349,0.15374,-1
7,0,1.512,0.73975,-1
7,0,2.295,-0.045393,-1
7,1,1.667,-0.02821,-1
7,0,2.28,0.12246,-1
7,0,1.785,0.85653,-1
7,0,2.087,-0.05903,-1
7,1,1.605,-0.77667,-1
7,0,2.656,0.015209,-1
7,0,1.402,-0.30222,-1
7,0,1.094,0.68402,-1
7,1,1.483,1.1278,-1
7,0,1.282,-0.046214,-1
7,1,2.591,-0.7506,-1
7,1,1.337,0.85073,-1
7,1,1.859,0.33956,-1
7,0,2.959,0.68013,-1
7,0,1.451,-0.68063,-1
7,0,3.812,-0.411,-1
7,0,1.395,0.058989,-1
7,0,1.264,-0.41163,-1
7,1,1.439,0.11757,-1
7,0,2.264,0.17807,-1
7,0,2.936,0.20209,-1
7,0,1.438,-0.39889,-1
7,1,1.11,0.1254,-1
7,0,1.332,-0.99106,-1
7,1,3.64,-0.72167,-1
7,0,1.899,0.35072,-1
7,0,1.835,-0.29306,-1
7,0,1.488,-0.51506,-1
7,0,1.088,-0.022745,-1
7,0,2.122,-0.16869,-1
7,1,1.074,-0.08636,-1
7,0,1.315,1.0256,-1
7,1,1.331,0.12276,-1
7,0,1.227,0.055844,-1
7,1,1.352,0.25407,-1
7,0,1.565,0.23429,-1
7,0,3.008,-0.4744,-1
7,0,0.976,-0.73239,-1
7,0,2.062,0.22568,-1
7,0,1.76,-0.10225,-1
7,0,1.375,0.1769,-1
7,0,3.528,-0.35019,-1
7,1,1.888,-0.54168,-1
7,1,1.246,0.69212,-1
7,0,1.808,0.099787,-1
7,0,1.793,-0.58124,-1
7,1,1.488,0.50542,-1
7,1,2.711,0.82024,-1
7,1,1.479,0.56016,-1
7,0,2.368,-0.22693,-1
7,0,2.274,-0.10304,-1
7,1,1.204,-0.15877,-1
7,1,3.43,0.60426,-1
7,0,3.018,-0.55124,-1
7,0,1.595,-0.87206,-1
7,0,2.676,0.40213,-1
7,0,1.346,0.74366,-1
7,0,1.392,0.14849,-1
7,1,1.27,-0.2537,-1
7,0,2.043,-0.48289,-1
7,1,1.142,-0.71899,-1
7,0,2.738,0.34122,-1
7,1,3.981,0.31407,-1
7,1,3.049,-0.50065,-1
7,0,1.665,-0.068812,-1
7,0,2.99,-0.33752,-1
7,0,1.068,-0.53737,-1
7,0,1.815,0.47065,-1
7,0,2.425,0.43038,-1
7,0,1.447,-0.54135,-1
7,0,1.467,-0.59775,-1
7,0,2,0.96149,-1
7,0,1.786,-0.75341,-1
7,0,1.838,-1.0257,-1
7,0,2.313,-0.67424,-1
7,0,1.731,-0.16175,-1
7,0,2.585,-0.38605,-1
7,0,1.437,-0.32952,-1
7,1,2.72,0.076721,-1
7,0,1.326,0.089927,-1
7,0,1.167,-0.86268,-1
7,0,3.278,1.2108,-1
7,0,2.111,0.41446,-1
7,1,1.261,0.57532,-1
7,0,1.593,0.26265,-1
7,0,1.089,-0.5243,-1
7,0,2.882,0.40384,-1
7,0,2.53,-0.18491,-1
7,1,2.065,0.16491,-1
7,0,1.634,0.12354,-1
7,1,1.233,-0.065702,-1
7,1,1.624,0.051288,-1
7,0,1.422,-0.28722,-1
7,0,1.012,-0.80365,-1
7,0,1.716,-0.50795,-1
7,0,1.184,0.49629,-1
7,1,1.427,0.4142,-1
7,1,2.491,-0.75832,-1
7,0,2.671,-0.1589,-1
7,0,2.624,-0.012609,-1
7,1,3.28,0.30017,-1
7,0,2.226,0.78338,-1
7,1,1.502,0.35006,-1
7,0,3.187,-0.11145,-1
7,0,1.669,-0.33473,-1
7,1,1.395,-0.21827,-1
7,0,2.301,-0.23124,-1
7,1,2.804,-0.49739,-1
7,0,2.496,0.44398,-1
7,0,2.382,-0.26803,-1
7,1,1.244,-1.1128,-1
7,0,1.233,0.12652,-1
7,1,1.445,0.2034,-1
7,0,2.392,0.5558,-1
7,0,1.01,0.054698,-1
7,1,2.316,-0.10543,-1
7,0,3.021,-0.014679,-1
7,0,1.942,-1.1629,-1
7,0,3.008,-0.48144,-1
7,0,1.076,0.13872,-1
7,0,1.359,-0.28029,-1
7,0,1.035,0.27569,-1
7,0,2.332,-0.24912,-1
7,0,2.461,0.28783,-1
7,0,1.291,0.65164,-1
7,0,2.4,-0.24683,-1
7,0,1.249,0.23809,-1
7,0,1.462,-0.4259,-1
7,0,1.399,0.1072,-1
7,0,1.286,-0.74994,-1
7,0,1.817,-0.37887,-1
7,0,1.843,-0.74143,-1
7,0,2.342,-0.45035,-1
7,1,1.623,0.29698,-1
7,0,2.577,-0.1876,-1
7,0,2.156,0.011495,-1
7,1,1.479,0.46406,-1
7,0,2.077,0.16599,-1
7,1,1.481,-1.6781,-1
7,1,1.474,0.23333,-1
7,0,2.693,-0.54116,-1
7,1,1.673,-0.78344,-1
7,0,2.618,-1.4353,-1
7,1,2.289,-0.47684,-1
7,0,2.769,-0.12888,-1
7,0,3.099,-0.3668,-1
7,0,1.321,0.16833,-1
7,1,1.089,0.39236,-1
7,1,1.484,-0.079739,-1
7,0,1.343,-0.44719,-1
7,1,3.816,0.42126,-1
7,0,1.068,-0.17234,-1
7,0,1.511,0.19518,-1
7,0,3.561,-0.058861,-1
7,0,2.037,-0.96474,-1
7,0,1.452,0.42341,-1
7,0,2.777,-0.55183,-1
7,0,1.862,-0.38975,-1
7,1,2.188,0.064102,-1
7,0,1.127,-1.094,-1
7,0,1.259,0.19269,-1
7,0,1.75,-0.35787,-1
7,1,1.283,-0.24385,-1
7,0,2.169,0.34634,-1
7,0,2.505,0.34357,-1
7,1,1.873,-0.70288,-1
7,1,2.125,0.3698,-1
7,1,1.681,0.56004,-1
7,0,1.449,0.15833,-1
7,0,2.181,0.030092,-1
7,0,2.823,0.52806,-1
7,0,2.371,0.18799,-1
7,1,1.327,-0.048871,-1
7,0,1.408,0.23119,-1
7,0,2.109,0.11773,-1
7,1,1.459,0.2099,-1
7,0,1.272,-0.42418,-1
7,1,1.45,-0.59009,-1
7,0,1.448,0.082301,-1
7,0,1.388,-0.38479,-1
7,0,1.752,0.091853,-1
7,0,1.22,0.4295,-1
7,1,2.935,0.35176,-1
7,1,2.107,0.061782,-1
7,1,2.038,-0.6923,-1
7,0,2.562,0.30006,-1
7,0,3.484,0.37846,-1
7,1,1.098,0.32462,-1
7,1,3.044,0.2201,-1
7,1,2.215,-0.53449,-1
7,0,1.759,0.2399,-1
7,0,1.563,-0.26149,-1
7,1,1.375,-0.6843,-1
7,0,1.345,0.83951,-1
7,0,2.868,0.4691,-1
7,0,1.966,-0.75681,-1
7,0,2.963,-0.17908,-1
7,0,1.292,0.42231,-1
7,0,1.44,-0.10068,-1
7,0,1.479,0.12104,-1
7,0,2.009,0.48295,-1
7,0,2.146,-0.17435,-1
7,0,1.871,0.25086,-1
7,0,1.68,-0.25913,-1
7,0,2.393,-0.96444,-1
7,0,1.418,0.3225,-1
7,1,1.166,0.41087,-1
7,0,1.283,1.1505,-1
7,0,2.479,-0.36731,-1
7,0,1.055,-0.55532,-1
7,0,1.242,-0.63049,-1
7,0,2.308,-0.31101,-1
7,0,1.532,0.40117,-1
7,0,1.712,-0.38227,-1
7,0,1.135,-0.17131,-1
7,0,1.423,-0.54438,-1
7,0,1.11,0.31386,-1
7,0,2.641,0.20869,-1
7,1,2.874,1.0444,-1
7,0,3.23,-0.057019,-1
7,1,1.342,0.37653,-1
7,0,1.749,0.18038,-1
7,1,0.986,0.45509,-1
7,0,1.93,-0.16796,-1
7,0,2.165,0.31043,-1
7,0,1.346,-0.82473,-1
7,0,2.607,0.083226,-1
7,0,3.846,0.34075,-1
7,1,1.467,-0.25282,-1
7,1,1.47,0.24871,-1
7,0,3.618,-0.634,-1
7,0,1.276,-0.11246,-1
7,1,2.508,-0.52173,-1
7,1,1.474,0.74917,-1
7,1,1.821,-0.43561,-1
7,0,1.827,-0.248,-1
7,1,2.574,-0.064128,-1
7,0,2.311,-0.10028,-1
7,0,2.089,-0.81865,-1
7,0,1.261,-0.36878,-1
7,0,1.537,-0.36106,-1
7,0,1.662,-0.39441,-1
7,1,1.761,-0.41395,-1
7,1,2.844,0.77969,-1
7,0,1.039,-0.1253,-1
7,1,1.461,-0.35088,-1
7,0,1.439,-0.080111,-1
7,0,3.358,-1.0718,-1
7,0,2.857,-0.76788,-1
7,0,2.19,0.12879,-1
7,0,2.351,0.63807,-1
7,0,1.508,0.3903,-1
7,0,2.69,0.53264,-1
7,1,2.199,-0.068438,-1
7,0,1.258,-0.58968,-1
7,0,2.191,-0.50468,-1
7,0,1.794,0.34299,-1
7,0,1.902,-1.1864,-1
7,1,1.144,0.054015,-1
7,0,3.836,0.052754,-1
7,1,1.611,0.14634,-1
7,0,2.08,-0.77949,-1
7,0,2.821,-0.15606,-1
7,1,2.226,-0.79355,-1
7,0,1.349,0.29847,-1
7,0,1.537,-0.1125,-1
7,0,1.606,-1.0172,-1
7,1,2.226,0.37378,-1
7,1,1.238,0.25696,-1
7,1,1.18,0.91466,-1
7,0,1.421,-0.51082,-1
7,0,1.397,-0.1916,-1
7,0,1.152,0.029147,-1
7,0,2.322,-0.29623,-1
7,0,1.12,-0.33751,-1
7,1,2.67,-1.0039,-1
7,0,1.554,0.30271,-1
7,1,2.052,-0.061021,-1
7,0,2.193,0.14937,-1
7,1,2.753,1.17,-1
7,0,3.131,-0.54581,-1
7,0,3.888,-1.0811,-1
7,0,1.685,-0.54784,-1
7,0,1.757,-0.16545,-1
7,0,1.652,-0.85118,-1
7,0,2.523,-0.65708,-1
7,1,1.533,-0.36173,-1
7,0,1.321,-0.071268,-1
7,1,1.243,-0.12407,-1
7,0,3.177,0.50553,-1
7,0,2.12,0.3974,-1
7,1,1.302,0.031263,-1
7,0,2.16,-0.33756,-1
7,0,2.511,-0.16266,-1
7,0,2.136,0.93814,-1
7,0,1.227,-1.0458,-1
7,1,1.01,0.59096,-1
7,0,1.892,-0.11311,-1
7,0,2.198,0.13547,-1
7,0,2.153,-0.17355,-1
7,0,3.012,-0.42407,-1
7,1,1.476,-0.64126,-1
7,0,1.514,-0.74289,-1
7,0,1.037,-0.64207,-1
7,0,2.841,-0.18842,-1
7,0,2.03,-0.5426,-1
7,1,1.463,-0.8766,-1
7,0,1.226,-0.56515,-1
7,0,1.52,-0.72254,-1
7,0,2.304,0.49781,-1
7,0,1.147,-0.32613,-1
7,1,1.231,-0.68427,-1
7,0,1.255,0.44672,-1
7,1,2.561,-0.013987,-1
7,0,1.219,0.36388,-1
7,0,1.633,-0.10943,-1
7,1,1.238,0.0078124,-1
7,0,1.541,-1.0338,-1
7,0,1.571,-0.70376,-1
7,0,1.729,-0.20659,-1
7,0,1.312,-0.6445,-1
7,1,2.681,-0.79487,-1
7,0,1.277,-0.2528,-1
7,1,1.569,0.20734,-1
7,1,1.252,-0.13817,-1
7,1,1.079,0.16512,-1
7,1,2.055,-0.21214,-1
7,0,3.002,0.05126,-1
7,0,1.503,0.57057,-1
7,0,1.487,-0.56118,-1
7,0,1.319,-0.76344,-1
7,0,2.445,-0.036147,-1
7,1,1.948,0.52526,-1
7,0,1.205,-0.67972,-1
7,0,2.439,-0.11978,-1
7,0,2.439,0.047311,-1
7,0,1.377,-0.11526,-1
7,0,3.205,0.47271,-1
7,1,2.353,-0.1298,-1
7,0,1.259,-0.48799,-1
7,1,1.511,0.42275,-1
7,0,1.489,-0.97854,-1
7,1,1.492,-0.74927,-1
7,1,1.487,-0.80589,-1
7,1,2.21,-0.61998,-1
7,0,1.991,0.39024,-1
7,0,2.336,-0.10885,-1
7,0,2.163,0.16621,-1
7,0,1.153,-0.044434,-1
7,0,1.764,-0.54106,-1
7,1,1.79,0.075372,-1
7,0,1.599,-0.086292,-1
7,0,1.668,0.12897,-1
7,1,2.826,0.64231,-1
7,1,2.164,0.0076554,-1
7,0,1.456,0.08603,-1
7,1,2.212,0.18111,-1
7,1,1.817,-0.85425,-1
7,0,1.902,0.48028,-1
7,0,2.66,0.55385,-1
7,0,1.297,0.62435,-1
7,0,1.091,-0.36114,-1
7,0,2.086,-0.049202,-1
7,0,1.486,-1.0608,-1
7,0,2.376,0.56547,-1
7,0,1.637,-0.703,-1
7,1,2.786,-1.2766,-1
7,0,1.935,0.20393,-1
7,0,1.629,-0.37844,-1
7,0,1.711,0.24117,-1
7,0,1.578,-0.17845,-1
7,1,1.75,0.38284,-1
7,0,3.631,-0.17094,-1
7,0,1.69,-0.18263,-1
7,0,2.638,-0.65125,-1
7,0,1.231,-0.48544,-1
7,0,1.086,-0.52172,-1
7,0,2.134,0.68268,-1
7,0,2.556,-0.4479,-1
7,0,1.521,-0.33467,-1
7,1,1.159,0.17986,-1
7,0,2.075,-0.0069567,-1
7,0,1.185,-0.61391,-1
7,0,2.217,0.051827,-1
7,0,1.92,-0.85975,-1
7,1,1.478,-0.57593,-1
7,0,3.992,0.33517,-1
7,0,2.54,-0.070655,-1
7,1,1.084,-0.62919,-1
7,0,1.265,0.057795,-1
7,1,1.506,0.49712,-1
7,1,1.045,-0.52604,-1
7,1,1.791,-0.21045,-1
7,0,1.627,0.40135,-1
7,1,1.696,0.47943,-1
7,1,1.658,-0.19913,-1
7,0,1.214,0.032567,-1
7,1,1.056,-0.40102,-1
7,0,3.3,-0.80056,-1
7,0,3.111,0.67466,-1
7,0,2.637,-0.05458,-1
7,0,1.528,-0.38281,-1
7,1,1.405,-0.35572,-1
7,0,1.864,-1.1725,-1
7,0,1.323,-0.3707,-1
7,1,1.348,0.31184,-1
7,0,1.327,-0.24272,-1
7,0,1.999,-0.4533,-1
7,0,1.408,-0.27199,-1
7,0,1.283,0.17015,-1
7,0,1.666,-0.061386,-1
7,0,2.487,0.18422,-1
7,1,0.996,-0.41659,-1
7,0,2.673,-0.36351,-1
7,1,3.632,-0.25491,-1
7,0,2.373,0.47978,-1
7,0,1.806,-0.091846,-1
7,1,2.636,0.33144,-1
7,0,1.456,0.45982,-1
7,0,1.201,0.68241,-1
7,1,1.542,0.36322,-1
7,0,1.078,-0.54518,-1
7,0,1.844,0.9155,-1
7,0,1.594,0.59687,-1
7,0,1.565,-0.5243,-1
7,0,1.48,0.1954,-1
7,1,1.373,-1.2319,-1
7,1,2.024,0.35783,-1
7,1,1.839,-0.22481,-1
7,0,1.636,-0.10938,-1
7,0,3.272,0.40739,-1
7,0,1.178,-0.52536,-1
7,0,2.705,-1.3587,-1
7,1,1.347,-0.46833,-1
7,0,2.509,-0.6675,-1
7,0,2.313,0.5311,-1
7,0,2.2,-0.29405,-1
7,1,1.93,-0.18968,-1
7,0,3.302,-0.57181,-1
7,0,1.259,-0.74598,-1
7,0,1.125,-0.47529,-1
7,1,2.616,-0.13148,-1
7,1,3.803,-0.23415,-1
7,0,3.581,-0.58962,-1
7,0,1.959,-1.2355,-1
7,1,1.32,0.0181,-1
7,1,1.436,0.0072527,-1
7,0,3.071,0.44011,-1
7,0,1.65,0.37275,-1
7,0,2.565,1.0156,-1
7,0,1.631,1.1606,-1
7,1,2.741,-0.2279,-1
7,1,2.069,0.59273,-1
7,1,1.432,0.25307,-1
7,0,1.635,0.34011,-1
7,0,1.762,-0.6352,-1
7,1,2.266,-1.355,-1
7,1,2.575,0.14624,-1
7,0,2.399,0.30298,-1
7,1,1.262,0.65345,-1
7,0,1.819,0.80736,-1
7,0,1.543,-1.1684,-1
7,0,1.103,0.15668,-1
7,1,1.234,-0.040866,-1
7,0,1.169,0.078962,-1
7,0,1.003,-0.6482,-1
7,0,1.357,-0.9003,-1
7,0,1.44,0.29339,-1
7,0,1.7,0.24244,-1
7,0,1.599,0.4569,-1
7,1,1.96,0.12339,-1
7,0,2.285,0.41223,-1
7,0,3.04,-0.049744,-1
7,0,1.444,0.94477,-1
7,0,2.019,-0.62606,-1
7,1,1.344,-0.28927,-1
7,0,2.503,-0.77767,-1
7,0,3.36,-0.3659,-1
7,0,1.62,-0.20925,-1
7,0,1.349,-0.74416,-1
7,0,2.319,-0.68846,-1
7,1,2.426,0.99881,-1
7,1,1.906,0.59053,-1
7,0,2.181,-1.0829,-1
7,0,1.291,-0.0051676,-1
7,1,1.403,0.21786,-1
7,0,1.49,-0.029773,-1
7,0,2.736,0.21632,-1
7,1,1.948,0.64567,-1
7,1,1.539,0.6023,-1
7,1,1.495,0.60196,-1
7,1,2.947,0.44579,-1
7,0,2.056,0.80262,-1
7,1,1.256,0.1614,-1
7,0,2.019,-0.58377,-1
7,0,1.401,-0.81607,-1
7,0,2.91,0.73163,-1
7,0,2.914,-0.40491,-1
7,0,2.832,-0.24676,-1
7,1,2.239,-0.69281,-1
7,0,1.242,0.14911,-1
7,0,2.709,0.61013,-1
7,1,1.336,-0.72348,-1
7,0,1.257,-0.44575,-1
7,0,2.832,0.1143,-1
7,0,1.698,-0.71108,-1
7,0,2.391,0.18435,-1
7,0,2.705,-0.89305,-1
7,0,1.312,-0.57279,-1
7,0,2.092,0.19189,-1
7,1,0.991,-0.19676,-1
7,1,1.188,0.34279,-1
7,1,1.355,0.48235,-1
7,0,1.704,-0.67992,-1
7,0,1.668,-0.42294,-1
7,0,2.058,0.097946,-1
7,0,2.519,-0.39706,-1
7,0,2.258,-0.91316,-1
7,0,1.726,-0.31341,-1
7,0,1.098,-0.30827,-1
7,0,1.882,-0.38564,-1
7,0,1.277,-0.12693,-1
7,1,1.875,0.19941,-1
7,1,1.182,-1.0215,-1
7,1,2.811,0.38619,-1
7,1,1.688,-0.30931,-1
7,1,1.082,0.18691,-1
7,0,2.849,0.0019451,-1
7,1,2.408,-0.36853,-1
7,1,2.123,-0.37941,-1
7,1,1.178,-0.48046,-1
7,1,1.292,0.8343,-1
7,0,2.048,0.62952,-1
7,0,2.636,0.20174,-1
7,0,1.195,0.19586,-1
7,0,1.154,-0.93515,-1
7,0,1.76,0.55682,-1
7,0,2.895,-0.40418,-1
7,0,1.082,-1.2285,-1
7,0,1.703,0.030145,-1
7,1,1.61,-0.37212,-1
7,0,2.149,-0.52226,-1
7,0,1.886,0.35933,-1
7,0,2.418,-0.28946,-1
7,0,1.502,0.60799,-1
7,0,1.642,0.057675,-1
7,0,1.607,0.10125,-1
7,1,2.167,1.2482,-1
7,0,1.096,-1.1675,-1
7,1,1.559,-0.098746,-1
7,0,1.642,0.033019,-1
7,0,1.074,-0.90867,-1
7,0,1.294,0.45212,-1
7,1,1.637,0.2528,-1
7,0,2.519,-0.21087,-1
7,0,1.227,-0.67612,-1
7,1,3.333,0.21185,-1
7,0,2.142,-0.15934,-1
7,0,2.771,-0.34902,-1
7,0,2.598,0.34917,-1
7,0,2.078,-0.026574,-1
7,1,2.459,0.71846,-1
8,0,1.938,0.19253,1
8,0,3.307,0.57122,1
8,0,1.889,-1.021,1
8,0,3.595,-0.3075,1
8,1,1.152,0.13909,1
8,0,1.664,0.066751,1
8,1,1.49,0.4257,1
8,1,2.657,-1.1152,1
8,0,1.765,0.43031,1
8,1,3.516,0.25591,1
8,0,2.011,0.59943,1
8,0,2.973,-0.32611,1
8,0,1.958,-0.91498,1
8,0,2.299,1.0188,1
8,1,3.101,-0.9343,1
8,1,2.838,-0.15708,1
8,1,1.912,0.34808,1
8,0,1.331,0.040971,1
8,0,1.29,-0.59828,1
8,0,1.887,-0.18842,1
8,0,2.648,0.41019,1
8,1,2.721,0.31754,1
8,0,3.664,-0.6845,1
8,1,1.89,0.046836,1
8,1,1.28,0.11228,1
8,1,1.767,0.20368,1
8,1,2.417,0.37808,1
8,1,1.31,0.74223,1
8,0,1.641,0.39712,1
8,1,3.205,-1.252,1
8,1,1.336,0.27222,1
8,0,1.87,0.1336,1
8,0,2.217,0.71779,1
8,0,1.373,-1.2774,1
8,0,3.764,-0.020083,1
8,0,1.446,0.73893,1
8,1,3.576,0.26785,1
8,1,1.453,0.83925,1
8,0,1.31,0.14434,1
8,0,1.383,-0.29938,1
8,0,1.499,-0.57121,1
8,0,1.602,0.39837,1
8,0,2.268,-0.15793,1
8,1,1.191,-0.22575,1
8,0,1.75,0.49286,1
8,1,1.36,0.85173,1
8,0,2.415,-0.81612,1
8,0,1.687,0.086662,1
8,1,2.566,0.17834,1
8,1,3.1,0.59266,1
8,1,3.533,0.99823,1
8,1,1.307,1.0384,1
8,0,1.622,0.35583,1
8,0,1.1,-0.31897,1
8,1,1.672,1.1118,1
8,1,1.489,0.49898,1
8,1,1.527,0.65126,1
8,1,1.534,0.31378,1
8,1,1.25,0.44374,1
8,1,1.577,-0.096316,1
8,0,1.958,-0.85346,1
8,0,2.524,0.79545,1
8,1,1.947,0.79217,1
8,1,1.06,0.32165,1
8,1,3.224,0.05815,1
8,1,3.64,-0.13772,1
8,1,1.276,-0.0060381,1
8,0,1.414,0.10948,1
8,0,3.881,0.53127,1
8,0,2.452,-0.83899,1
8,0,1.867,-1.7716,1
8,0,1.929,-0.3055,1
8,1,1.985,-0.58332,1
8,1,3.62,0.052947,1
8,0,2.378,0.8396,1
8,1,2.812,0.24205,1
8,1,1.865,-0.10057,1
8,0,2.799,0.29625,1
8,1,1.69,0.19904,1
8,0,1.642,0.11267,1
8,0,1.692,-0.18197,1
8,0,1.785,0.72929,1
8,1,1.073,0.3375,1
8,1,2.266,0.26023,1
8,1,3.389,-1.0094,1
8,1,2.512,1.0466,1
8,0,1.731,-0.32723,1
8,1,2.231,0.68917,1
8,1,2.034,0.31886,1
8,0,1.407,0.097775,1
8,1,1.891,0.562,1
8,0,1.906,0.97726,1
8,1,2.456,-0.15876,1
8,1,1.126,0.086771,1
8,1,1.271,0.57591,1
8,0,2.426,-0.269,1
8,0,1.703,0.32598,1
8,0,2.381,-1.8552,1
8,1,1.119,0.28107,1
8,1,1.486,-0.14001,1
8,1,1.296,-0.38556,1
8,1,1.779,-0.20243,1
8,0,1.592,-1.0331,1
8,1,1.73,0.18592,1
8,0,2.06,-0.29267,1
8,0,1.716,1.7921,1
8,1,1.515,0.95307,1
8,1,2.664,0.02257,1
8,0,3.628,-0.13495,1
8,0,1.269,-0.19078,1
8,1,1.321,0.91126,1
8,0,1.179,-1.0517,1
8,1,2.785,-0.96342,1
8,1,3.736,0.71237,1
8,0,2.076,-0.082751,1
8,0,3.776,-0.64676,1
8,1,1.673,0.74455,1
8,1,1.601,0.47539,1
8,0,2.461,-1.3775,1
8,1,2.02,0.40364,1
8,0,1.171,0.10681,1
8,0,2.4,0.01302,1
8,0,1.835,0.17063,1
8,1,1.717,0.05894,1
8,0,2.422,0.67063,1
8,1,1.511,0.5715,1
